X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
215,259,259,-0.147134337,1,56:00.0,R_BVClQ7wf3LvNSfL,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-1.623466907,-1.527270391,-2.419814846,NA,-2.559563014,"flexibility of the course, tutes not starting until week 3 to allow consolidation of topics before starting tutes ","all online lectures could be released in bulk, as opposed to one a day wednesday-friday to allow one shot to watch through lectures and consolidate. also not much class discussion possible and could be facilitates more ",0.081729139,-0.908011951,5,"really interesting to listen to, engaging, helpful, games at the start to draw out attention in ","internet quality sometimes drops out so i miss out on what she is saying, sometimes goes too fast ",1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,0,1,STAFF_012 PSYC1011
216,260,260,-0.147134337,1,56:00.0,R_BVClQ7wf3LvNSfL,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1011,-1.623466907,-1.527270391,-2.419814846,NA,-2.559563014,"flexibility of the course, tutes not starting until week 3 to allow consolidation of topics before starting tutes ","all online lectures could be released in bulk, as opposed to one a day wednesday-friday to allow one shot to watch through lectures and consolidate. also not much class discussion possible and could be facilitates more ",0.96817595,0.950082003,5,"twitter account for active engagement, slide format was good ",could have explained complex concepts better and slower especially for people with not much anatomy background,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,0,1,STAFF_030 PSYC1011
217,262,262,-0.158466296,1,26:00.0,R_BWiD8ZGTqsz1b2x,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""It is well-structured. The Moodle site is well organised, and it is very clear each week what our tasks are.""",N/A,0.081729139,0.021035026,5,"""Kate is kind, patient and willing to answer any and all questions, even if many have been answered previously. She is also very responsive to discussion posts.""",N/A,1,0,0,0,0,2,0.754749806,0,0,0,0,0,0,0,1,0,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,-0.345727664,0,STAFF_021 PSYC2081
218,263,263,-0.158466296,1,26:00.0,R_BWiD8ZGTqsz1b2x,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC2081,0.720237486,0.559999143,0.211440132,0.104024578,0.139223093,"""It is well-structured. The Moodle site is well organised, and it is very clear each week what our tasks are.""",N/A,NA,NA,5,"""Mike's lectures were brilliant. He delivered difficult content in a way that was clear and very easy to understand. He was enthusiastic and his lectures never dragged, which is a great accomplishment given the subject matter.""",N/A,1,0,0,0,0,2,0.754749806,0,0,0,0,0,0,0,1,0,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,-0.345727664,0,STAFF_026 PSYC2081
219,265,265,-0.184000977,1,46:00.0,R_BynYun7CvD6cjlL,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1110,-0.060997312,-0.135757368,-0.66564486,-0.793871778,-0.760372276,NA,NA,-0.804717673,-0.908011951,4,NA,NA,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.969043923,-1.224859581,0,1,STAFF_022 PHYS1110
220,266,266,-0.13051413,1,34:00.0,R_BzDZMEQMikvBPwt,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,0.211440132,-0.793871778,1.038818462,"""Anne is an amazing, supportive coutse coordinator and really does her best to supply us with materials and opportunities to ask questions and interact. I feel very supported in this course and it makes learning a lot easier.""",The report was a little tricky as iy was quite different to other lab reports we would have conducted. I wish there were more... interactive online labs that we could do to help us absorb what we are learning for the practicals.,0.96817595,0.021035026,6,Nirmani is a great lecturer and gives us clear lectures with streamlined lecture slides to help us understand.,Having a non-compulsory quiz to help revise her topics,1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
221,267,267,-0.13051413,1,34:00.0,R_BzDZMEQMikvBPwt,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,1.501472284,1.255755655,0.211440132,-0.793871778,1.038818462,"""Anne is an amazing, supportive coutse coordinator and really does her best to supply us with materials and opportunities to ask questions and interact. I feel very supported in this course and it makes learning a lot easier.""",The report was a little tricky as iy was quite different to other lab reports we would have conducted. I wish there were more... interactive online labs that we could do to help us absorb what we are learning for the practicals.,0.96817595,0.950082003,6,Anne is super supportive and gives us as much attention as she humanly can (as per her emails at late hours). I really appreciate her making sure that our questions are addressed and her willingness to find opportunities ( through live lectures and guests) to support our education.,"""She's already great, she should get more sleep""",1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
222,268,268,-0.15922176,1,21:00.0,R_C8k92446B1BiNUZ,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,0.720237486,0.559999143,0.211440132,1.001920934,0.139223093,The prerecorded lecturers gives more flexibility and allows me to study it with my own pace.,Some of the tutors from drop in centre does not teach very well ,0.081729139,0.021035026,5,NA,NA,1,0,0,0,1,1,0.414144765,1,0,0,0,0,0,0,0,0,STAFF_020,0,1,0,0,1,0,Yes,No,1,0,0,-0.570205203,-0.458480087,0,0,STAFF_020 MATH1131
223,269,269,-0.15922176,1,21:00.0,R_C8k92446B1BiNUZ,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1131,0.720237486,0.559999143,0.211440132,1.001920934,0.139223093,The prerecorded lecturers gives more flexibility and allows me to study it with my own pace.,Some of the tutors from drop in centre does not teach very well ,0.081729139,0.021035026,5,NA,NA,1,0,0,0,1,1,0.414144765,1,0,0,0,0,0,0,0,0,STAFF_032,0,1,0,0,1,0,Yes,Yes - Both,1,0,0,-0.370785843,-1.033264707,0,0,STAFF_032 MATH1131
224,270,270,-0.042275942,1,56:00.0,R_cN25c3Cr5Cogf97,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,1.501472284,-2.918783413,0.211440132,1.001920934,0.139223093,"""Content is reviewed multiple times in lectures, online tutorials and classroom tutorials""",,0.081729139,0.021035026,5,,,0,1,0,0,0,1,-2.991905641,1,0,0,0,0,0,0,0,0,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,-0.345727664,0,STAFF_01 MATH1241
225,271,271,-0.042275942,1,56:00.0,R_cN25c3Cr5Cogf97,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,1.501472284,-2.918783413,0.211440132,1.001920934,0.139223093,"""Content is reviewed multiple times in lectures, online tutorials and classroom tutorials""",,0.081729139,0.950082003,6,,,0,1,0,0,0,1,-2.991905641,1,0,0,0,0,0,0,0,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,-0.345727664,0,STAFF_08 MATH1241
226,272,272,-0.18037475,1,10:00.0,R_cYzMkM3D25AUYaR,anonymous,ZH-S,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1160,-0.842232109,-0.135757368,-0.66564486,0.104024578,-1.659967645,NA,NA,0.081729139,0.950082003,5,NA,NA,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,0,1,STAFF_05 PHYS1160
227,273,273,-0.162696894,1,15:00.0,R_CZWfP1h09U2s7At,anonymous,EN,"I agree, start questionnaire",2.144,2.144,6.135,1,I have read the above statement,MATH1081,0.720237486,-0.831513879,-0.66564486,-0.793871778,-0.760372276,Twice weekly tutorials encourage continuous practise of theory.,NA,0.96817595,-0.908011951,4,"Even when I am struggling with content, David makes me feel comfortable in the lectures. Unlike other teacher's, he'll always make sure to answer everyone's questions in a kind and supportive way, all whilst not making anyone feel bad if they ask a 'dumb' question.",NA,1,0,0,0,0,1,0.414144765,0,0,0,0,0,0,0,1,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.345727664,0,STAFF_08 MATH1081
228,275,275,-0.17010044,1,32:00.0,R_ekr2aZr56FVBv6V,anonymous,EN,"I agree, start questionnaire",3.075,3.075,7.249,1,I have read the above statement,PSYC1001,-0.060997312,0.559999143,1.088525125,1.001920934,0.139223093,It is interesting. ,The extreme amount of lectures can be minimised. ,0.96817595,0.950082003,6,She was a great presenter and was not boring. ,NA,1,0,0,0,0,1,0.201266615,0,0,0,0,0,1,0,0,1,STAFF_018,1,0,0,0,1,0,No,No,1,0,0,0.825730316,-0.266885214,-0.345727664,0,STAFF_018 PSYC1001
229,276,276,0.091894455,1,10:00.0,R_enUqLdJBPWrM4hj,anonymous,EN,"""I agree, start questionnaire""",1.968999982,35.34999847,36.12400055,10,I have read the above statement,MATH2801,-1.623466907,-0.831513879,0.211440132,-0.793871778,-1.659967645,"""The online nature. The quick release of notes. The lecture notes are better formatted, than some other courses, in that the slides are easily digestible and aren't just walls of text or functions without explanation. The lack of formatting symbols like bullet points are used sparingly, makes the slides a lot easier to read in my opinion. Other than that. The lectures, despite the technological issues, is well present as you speak clearly and you properly distinguish when you're presenting information and when you're answering questions from the chat.""","""The 'howtoRstudio' pdf is not very well formatted (it's a bit too dense). It'd be nice if it was split out to a list of functions, examples of how they are used, and how to use R studio.""",-1.691164484,-0.908011951,4,"""Refer to """"best features of the course"""". Also i prefer the use of using an over head camera to record slides on paper to using all digital slides, because the notes are just easier to read post lecture. """,,0,1,0,0,0,4,-0.692821617,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,4.501528589,0,STAFF_017 MATH2801
230,277,277,-0.164510007,1,29:00.0,R_OcX2TuGcTwT3vZn,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,-0.793871778,0.139223093,"""the course is very well organised, thanks Anne! """,the report task maybe should worth abit more?,-0.804717673,-0.908011951,4,clear lectures,n/a,1,0,0,0,1,2,0.499296026,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
231,278,278,-0.164510007,1,29:00.0,R_OcX2TuGcTwT3vZn,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,0.559999143,0.211440132,-0.793871778,0.139223093,"""the course is very well organised, thanks Anne! """,the report task maybe should worth abit more?,0.96817595,0.021035026,6,"""very good organising skills, engaging lectures and involvement in the bioc2101 community""",N/A,1,0,0,0,1,2,0.499296026,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
232,279,279,-0.147738708,1,39:00.0,R_OecATDyG1E9UnkJ,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,1.255755655,-0.66564486,1.001920934,1.038818462,The enthusiastic and engaging lecturers ,Itâ€™s so hard to have labs that are online and still fun and engaging. ,0.96817595,0.950082003,6,She is an amazing teacher who manages to make feedback and teaching feel personal by speaking more casually to the class sometimes through announcements whilst still covering the course content clearly. She finds many ways for students to be involved in the course outside of just lecture attendance which is awesome. ,,1,0,0,0,0,2,0.286417875,0,0,0,0,0,0,0,1,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
233,280,280,-0.147738708,1,39:00.0,R_OecATDyG1E9UnkJ,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,0.720237486,1.255755655,-0.66564486,1.001920934,1.038818462,The enthusiastic and engaging lecturers ,Itâ€™s so hard to have labs that are online and still fun and engaging. ,-1.691164484,0.021035026,6,Their patience and thorough explanation of challenging and complex concepts,Slowing her presenting pace when lecturing ,1,0,0,0,0,2,0.286417875,0,0,0,0,0,0,0,1,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
234,281,281,-0.160128316,1,31:00.0,R_oXkILJxuE9JXupj,anonymous,EN,"""I agree, start questionnaire""",1.891000032,4.540999889,6.455999851,2,I have read the above statement,MATH1241,-0.842232109,-1.527270391,-1.542729853,0.104024578,-0.760372276,Weekly online tutorials always helps my learning a lot ,Itâ€™s hard being online. Cannot give a great comment as online as already disadvantaged ,-0.804717673,-0.908011951,4,Passionate about their subject ,More Thorough explanation in some of the more complicated areas and real life examples of where the content is applicable ,1,0,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,1,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,0.039078932,0,STAFF_01 MATH1241
235,282,282,-0.160128316,1,31:00.0,R_oXkILJxuE9JXupj,anonymous,EN,"""I agree, start questionnaire""",1.891000032,4.540999889,6.455999851,2,I have read the above statement,MATH1241,-0.842232109,-1.527270391,-1.542729853,0.104024578,-0.760372276,Weekly online tutorials always helps my learning a lot ,Itâ€™s hard being online. Cannot give a great comment as online as already disadvantaged ,-0.804717673,-1.837058927,3,Passionate ,More thorough explanation of some of the more difficult areas and real life examples of where this algebra would be applicable. ,1,0,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,0.039078932,0,STAFF_08 MATH1241
236,283,283,-0.096669345,1,53:00.0,R_p0gZPzEUi5dln4l,anonymous,EN,"""I agree, start questionnaire""",7.794000149,49.91799927,51.26100159,17,I have read the above statement,MATH1241,-2.404701705,-0.831513879,1.088525125,-0.793871778,-3.459158383,The best thing about this course is the content of the notes. It's exciting to learn about Taylor series. ,"""I despise long form lectures. I don't like the element of the chat being incorporated this term on blackboard collab because I have an anxiety disorder and it makes me compare myself to others. This makes me unhappy. I would love if there were some web stream lectures for the course content. Web stream lectures would also help me go through the course content at a faster rate, not being bound by the slowness all lecturers must have. """,-3.464058108,-3.695152881,1,I don't know. I didn't go to the lectures for the reason on the last page. ,If there were webstream lectures so I didn't have to sit through other people asking questions that I could answer with a half minute of thought and/or a Google search. ,0,1,0,0,0,1,0.627022916,0,0,0,0,0,0,1,0,1,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,5.771100093,0,STAFF_01 MATH1241
237,284,284,-0.096669345,1,53:00.0,R_p0gZPzEUi5dln4l,anonymous,EN,"""I agree, start questionnaire""",7.794000149,49.91799927,51.26100159,17,I have read the above statement,MATH1241,-2.404701705,-0.831513879,1.088525125,-0.793871778,-3.459158383,The best thing about this course is the content of the notes. It's exciting to learn about Taylor series. ,"""I despise long form lectures. I don't like the element of the chat being incorporated this term on blackboard collab because I have an anxiety disorder and it makes me compare myself to others. This makes me unhappy. I would love if there were some web stream lectures for the course content. Web stream lectures would also help me go through the course content at a faster rate, not being bound by the slowness all lecturers must have. """,-3.464058108,-3.695152881,1,n/a,n/a. Same reason as last page. ,0,1,0,0,0,1,0.627022916,0,0,0,0,0,0,1,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,5.771100093,0,STAFF_08 MATH1241
238,285,285,-0.033965838,1,22:00.0,R_p601VSQ7FFzlPep,anonymous,EN,"I agree, start questionnaire",2.341,3.574,6.201,2,I have read the above statement,MATH1081,-0.060997312,-0.831513879,0.211440132,-0.793871778,-0.760372276,NA,NA,0.96817595,0.950082003,6,NA,NA,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.16668368,1,STAFF_08 MATH1081
239,286,286,-0.111174253,1,34:00.0,R_pQ8Yyp9Il0EIy6l,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1121,-1.623466907,-0.135757368,-0.66564486,1.001920934,-0.760372276,The lectures are very engaging. The lecturers are entertaining and there is a great balance of theory and practical demonstration through experiments.,"The quiz structure of the lectures. Particularly with the mechanics lectures, having to do a quiz in addition to a quiz style lecture was tedious.",0.081729139,-0.908011951,4,"Kate Jackson, being our instructor, doesn't actually deliver the lectures. She is the first year director. With this in mind, I believe she is doing a fine job.",-,0,1,0,0,0,1,0.414144765,1,0,0,0,0,0,0,0,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,0,0,STAFF_022 PHYS1121
240,287,287,-0.171460276,1,24:00.0,R_pyGfp2Ot5gyioA9,anonymous,EN,"""I agree, start questionnaire""",1.661000013,1.661000013,11.8920002,1,I have read the above statement,BIOC2101,1.501472284,1.255755655,-0.66564486,1.001920934,1.038818462,Anne <3,The class notebook... Very annoying to use. Also MS teams is a bit confusing to use. I'd rather Moodle to be honest. :),0.96817595,0.950082003,6,"""Very nice, very soothing, very logical presentation of info.""",,1,0,0,0,0,2,0.839901066,1,0,0,0,0,0,0,0,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
241,289,289,-0.153329141,1,37:00.0,R_pyk3E0WzOtchaQp,anonymous,EN,"I agree, start questionnaire",2.162,2.951,9.46,2,I have read the above statement,PHYS1160,1.501472284,0.559999143,1.088525125,1.001920934,1.038818462,this course can bring astronomy to attention to many who have never touched in this field.,the activities for each lecture should not be counted to grades as this should be a practice kind of activity for students instead of bringing pressure due to grades for students every week.,0.96817595,0.021035026,6,very active and responsive in terms of questions and unsure areas of study.,Providing what it is that caused mark reduction in weekly discussions.,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,STAFF_05,0,1,0,0,1,0,No,No,1,0,0,-1.168463283,-1.033264707,-0.231156939,1,STAFF_05 PHYS1160
242,291,291,-0.114951573,1,11:00.0,R_QbnUSyPgkQ9i7Zf,anonymous,EN,"""I agree, start questionnaire""",2.744999886,5.856999874,7.525000095,2,I have read the above statement,BIOC2101,0.720237486,0.559999143,1.088525125,1.001920934,0.139223093,The enthusiasm of the lecturers and the lab demonstrators,It's quite good at the moment,0.96817595,0.021035026,6,She is highly organised and makes me feel invested in my learning. ,nothing I can think of,0,1,0,0,0,3,0.541871656,1,0,0,0,0,0,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.106165991,0,STAFF_04 BIOC2101
243,292,292,-0.150760564,1,52:00.0,R_r8VWCFOpFMzdjnb,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PHYS1121,-0.060997312,-0.135757368,-2.419814846,-0.793871778,-2.559563014,Drop in centres for help,I am finding it quite difficult to learn content from YouTube videos as they are quite basic compared to the questions given. In my opinion there should have been some sort of live lectures like other faculties as it’s easier to learn content especially when it’s harder. ,-0.804717673,0.021035026,4,She is very organised and keeps you up to date so you don’t feel like you’re behind or forgetting about a task. ,NA,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,0,1,STAFF_022 PHYS1121
244,294,294,-0.170402626,1,02:00.0,R_Re1uE5zVy1rnqpz,anonymous,ZH-S,"I agree, start questionnaire",2.551,4.461,6.189,2,I have read the above statement,PHYS1110,-0.060997312,0.559999143,0.211440132,0.104024578,0.139223093,NA,NA,0.081729139,0.021035026,5,NA,NA,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.969043923,-1.224859581,-0.06837648,1,STAFF_022 PHYS1110
245,295,295,-0.017950003,1,13:00.0,R_rqEYtimN1SmAnZf,anonymous,EN,"I agree, start questionnaire",41.913,41.913,45.149,1,I have read the above statement,PSYC1029,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"It is a really interesting topic, and the teachers are very engaged with the students as well as excellent at presenting the material in a clear way. ","I think if online learning continues, the slides could look a little more professional, but that is such a non-issue for the actual learning experience, just my preference of having the slides look as good as the course quality actually is.",0.96817595,0.950082003,6,"His breadth of knowledge! He also pays attention to what parts of the course the students engage most with, and caters to that. ",NA,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,STAFF_025,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-0.171087777,-0.345727664,1,STAFF_025 PSYC1029
246,296,296,-0.017950003,1,13:00.0,R_rqEYtimN1SmAnZf,anonymous,EN,"I agree, start questionnaire",41.913,41.913,45.149,1,I have read the above statement,PSYC1029,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,"It is a really interesting topic, and the teachers are very engaged with the students as well as excellent at presenting the material in a clear way. ","I think if online learning continues, the slides could look a little more professional, but that is such a non-issue for the actual learning experience, just my preference of having the slides look as good as the course quality actually is.",0.96817595,0.950082003,6,"Her enthusiasm in engaging with students and how she goes above and beyond to make sure that we are supported for tasks specific to this course that we may not be familiar with or haven't learned yet (like creating her own time management ""workshop"" and correlating worksheet and providing resources and advice on writing essays).",NA,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,-0.769624563,1.170076337,-0.345727664,1,STAFF_030 PSYC1029
247,297,297,-0.152271491,1,54:00.0,R_RwzM2TqdPvldg3L,anonymous,EN,"I agree, start questionnaire",3.579,3.579,6.547,1,I have read the above statement,PSYC1011,1.501472284,-0.135757368,1.088525125,0.104024578,1.038818462,"it is very interesting and points are explained very thoroughly, it is exactly what I signed up for. ","overall online layout, it would be nice if there were a calendar to remind of all class events/ exams/ classes etc.",0.081729139,0.021035026,5,engagement with the class,not being online,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.345727664,1,STAFF_012 PSYC1011
248,298,298,-0.152271491,1,54:00.0,R_RwzM2TqdPvldg3L,anonymous,EN,"I agree, start questionnaire",3.579,3.579,6.547,1,I have read the above statement,PSYC1011,1.501472284,-0.135757368,1.088525125,0.104024578,1.038818462,"it is very interesting and points are explained very thoroughly, it is exactly what I signed up for. ","overall online layout, it would be nice if there were a calendar to remind of all class events/ exams/ classes etc.",0.96817595,0.950082003,6,"he is amazing in every aspect, very in-depth teachings <3",not being online,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STAFF_030,0,1,0,0,1,0,No,No,1,0,0,2.819923914,1.170076337,-0.345727664,1,STAFF_030 PSYC1011
249,299,299,-0.152271491,1,54:00.0,R_RwzM2TqdPvldg3L,anonymous,EN,"I agree, start questionnaire",3.579,3.579,6.547,1,I have read the above statement,PSYC1011,1.501472284,-0.135757368,1.088525125,0.104024578,1.038818462,"it is very interesting and points are explained very thoroughly, it is exactly what I signed up for. ","overall online layout, it would be nice if there were a calendar to remind of all class events/ exams/ classes etc.",0.96817595,0.950082003,6,his great attitude toward the topic and incorporation of real life examples into the lessons.,not being online,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STAFF_034,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,0.49949428,-0.345727664,1,STAFF_034 PSYC1011
250,300,300,-0.124319326,1,54:00.0,R_scc17UxlzNlKEs9,anonymous,EN,"I agree, start questionnaire",2.114,2.114,60.575,1,I have read the above statement,PHYS1121,-2.404701705,-1.527270391,-0.66564486,0.104024578,-0.760372276,joe wolfe is engaging and fun,lack of deadlines results in students cramming on sundays ,-2.577611296,-1.837058927,6,i like the gentle and friendly reminders to watch lectures,n/a,0,1,0,0,0,1,0.073539725,0,0,0,0,0,0,0,1,1,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,-0.345727664,0,STAFF_022 PHYS1121
251,303,303,-0.139277512,1,34:00.0,R_tY8qGmvit2aUHol,anonymous,EN,"""I agree, start questionnaire""",1.332999945,1.332999945,6.040999889,1,I have read the above statement,MATH2801,-0.060997312,-0.831513879,-1.542729853,0.104024578,0.139223093,Lecturer and tutors' explanations are easy to understand and respond very well. ,More practice test resources and more examples in lecture slides. ,0.96817595,0.950082003,6,Clear explanation and approachable.,Emphasize what is important such as whether QQ plots are important for the course. The explanation was a bit confusing as we brushed past QQ plots pretty fast. ,1,0,0,0,0,2,0.243842245,1,0,0,0,0,0,0,0,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
252,304,304,-0.129154295,1,21:00.0,R_ue1QHYGIHUAjxTP,anonymous,EN,"I agree, start questionnaire",1.283,1.728,6.284,2,I have read the above statement,PHYS1131,-2.404701705,-1.527270391,-2.419814846,-1.691768134,-2.559563014,"The homework sets are particularly interesting, and I have really enjoyed thermal physics so far, however that's about it","There are numerous areas this course could improve in, but the main one is that the online lectures are not engaging, and don't (at least in the mechanics part of the course) go into the same depth as other courses do, making it hard to understand what is happening throughout the course.",-1.691164484,-0.908011951,4,"She is always glad to help answer questions, and it would be a very difficult time to be a course convenor due to Covid-19, so her work is impressive.","The decision to not hold any live class at all was a challenging one for students, as it is hard to learn without communication with those that know the course. The blackboard help sessions do not completely replace the problem-solving workshop/tutorial, which makes it harder to learn content.",0,1,0,0,0,1,-0.011611535,0,0,0,0,0,0,0,1,1,STAFF_022,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.769624563,-1.224859581,-0.281109194,0,STAFF_022 PHYS1131
253,305,305,-0.177503987,1,27:00.0,R_vDJBqbTFyfIbdQt,anonymous,EN,"I agree, start questionnaire",7.455,8.969,9.581,4,I have read the above statement,PSYC1011,-1.623466907,1.255755655,-0.66564486,-2.58966449,-0.760372276,NA,NA,-0.804717673,-0.908011951,5,NA,NA,0,1,0,0,1,1,-0.011611535,1,0,0,0,0,0,0,0,1,STAFF_012,0,1,0,0,1,0,Yes,Yes - One,1,0,0,0.227472236,0.21210197,-0.125879657,0,STAFF_012 PSYC1011
